PARTICLE SIZE DISTRIBUTION DATA
Abakus sofware version: 	KORN67.V 2.S3 04/09/23
Noise level and calibration: 	0146 00000000 00000000 00000008 00000198 00000010 00000227 00000020 00000662 00000100 00004440 00000150 00005167 00000250 00005861 00000403 00006779 00000680 00008012 00001000 00009199 00001200 00009782 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000
2019-9-3	12:26:39
Stand-alone measurement, no corresponding CFA file

Index	Duration (s)	0,8	0,9	1,0	1,1	1,2	1,3	1,4	1,6	1,8	2,0	2,2	2,4	2,6	2,9	3,2	3,5	3,9	4,3	4,8	5,3	5,8	6,4	7,1	7,8	8,6	9,5	10,5	11,6	12,8	14,1	15,5	80,0
178	1,000	1	0	0	0	1	0	1	0	0	1	0	1	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
179	24,000	320	138	19	3	4	2	3	0	2	4	0	2	1	2	2	1	1	1	2	1	0	2	0	2	0	2	1	0	0	0	0	0
180	1,000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	1,000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	1,000	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	1,000	1	2	3	0	1	2	1	2	3	1	1	0	0	0	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	1,000	2	0	2	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
185	1,000	2	2	2	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	1,000	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
187	1,000	2	0	2	0	0	1	0	0	0	0	1	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
188	1,000	1	1	2	0	1	0	1	0	1	0	0	0	1	2	1	0	1	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0
189	0,999	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	1,000	0	2	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	1,000	0	1	2	0	2	0	3	2	0	0	1	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
192	1,000	2	2	3	2	2	2	2	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	1,000	0	0	1	1	0	0	0	1	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	1,000	0	1	0	2	1	1	1	2	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
